categorycode,purchaseitem,isactive,itemcode,itemid,pdesc,meas1,eqnum,meas2,ucost,reorder,remarks,onhand,id
0003,1,1,,P00254,Bearing 6002,pcs,1.00,pcs,0.00,0.00,,0,254
0003,1,1,,P00255,"Coupling 1/2"" GI HD",pcs,1.00,pcs,0.00,0.00,,0,255
0003,1,1,,P00256,"Elbow 1/2""  GI HD Fittings",pcs,1.00,pcs,0.00,0.00,,0,256
0003,1,1,,P00257,Filament Hallogen Heater Long,pcs,1.00,pcs,0.00,0.00,,0,257
0003,1,1,,P00258,Filament Hallogen Heater Short,pcs,1.00,pcs,0.00,0.00,,0,258
0003,1,1,,P00259,"FX3Sa-20MR-CM, Programmable Controller",pcs,1.00,pcs,0.00,0.00,,0,259
0003,1,1,,P00260,Heater 14X515 220V 1400W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,260
0003,1,1,,P00261,Hex Bolt 6X30,pcs,1.00,pcs,0.00,0.00,,0,261
0003,1,1,,P00262,"Magic Eye, Photo Electric Switch E3JK-DS30M1",pcs,1.00,pcs,0.00,0.00,,0,262
0003,1,1,,P00263,Oil Seal  TC 110X85X12,pcs,1.00,pcs,0.00,0.00,,0,263
0003,1,1,,P00264,Oil Seal 25X15X8 THO-TT TC/TF,pcs,1.00,pcs,0.00,0.00,,0,264
0003,1,1,,P00265,Oil Seal Wiper Metal 50X40X5,pcs,1.00,pcs,0.00,0.00,,0,265
0003,1,1,,P00266,Oil Seal Wiper Metal 50X40X7/10,pcs,1.00,pcs,0.00,0.00,,0,266
0003,1,1,,P00267,"Solenoid Valve,  VF5120K-5GD1-03",pcs,1.00,pcs,0.00,0.00,,0,267
0003,1,1,,P00268,"Solenoid Valve, 4966K0Q120",pcs,1.00,pcs,0.00,0.00,,0,268
0003,1,1,,P00269,"Push In Fittings, SPL 8-03",pcs,1.00,pcs,0.00,0.00,,0,269
0004,1,1,,P00270,Bearing 6202,pcs,1.00,pcs,0.00,0.00,,0,270
0004,1,1,,P00271,Bearing 6313,pcs,1.00,pcs,0.00,0.00,,0,271
0004,1,1,,P00272,Bearing UCFl208-FYH,pcs,1.00,pcs,0.00,0.00,,0,272
0004,1,1,,P00273,Belt B52,pcs,1.00,pcs,0.00,0.00,,0,273
0004,1,1,,P00274,Belt B54 (Pix),pcs,1.00,pcs,0.00,0.00,,0,274
0004,1,1,,P00275,Belt B70 Bando,pcs,1.00,pcs,0.00,0.00,,0,275
0004,1,1,,P00276,Belt B71,pcs,1.00,pcs,0.00,0.00,,0,276
0004,1,1,,P00277,Belt B73 Bando,pcs,1.00,pcs,0.00,0.00,,0,277
0004,1,1,,P00278,Belt C71,pcs,1.00,pcs,0.00,0.00,,0,278
0004,1,1,,P00279,Belt C85 Bando,pcs,1.00,pcs,0.00,0.00,,0,279
0004,1,1,,P00280,Belt C97 Bando,pcs,1.00,pcs,0.00,0.00,,0,280
0004,1,1,,P00281,"Belt, 1372 LI",pcs,1.00,pcs,0.00,0.00,,0,281
0004,1,1,,P00282,"Elbow GI 1"" HD Fittings",pcs,1.00,pcs,0.00,0.00,,0,282
0004,1,1,,P00283,"Gate Valve 1-1/2"" Brass",pcs,1.00,pcs,0.00,0.00,,0,283
0004,1,1,,P00284,"Heater Ø134X120, 220V 1200W Mica ",pcs,1.00,pcs,0.00,0.00,,0,284
0004,1,1,,P00285,"Heater Ø134X90, 220V 990W Mica",pcs,1.00,pcs,0.00,0.00,,0,285
0004,1,1,,P00286,"Heater Ø135X100, 220V 1500W Ceramic",pcs,1.00,pcs,0.00,0.00,,0,286
0004,1,1,,P00287,"Heater Ø135X100, 220V 1500W Mica",pcs,1.00,pcs,0.00,0.00,,0,287
0004,1,1,,P00288,"Heater Ø135X135, 220V 1500W Ceramic",pcs,1.00,pcs,0.00,0.00,,0,288
0004,1,1,,P00289,"Heater Ø135X135, 220V 1500W Mica",pcs,1.00,pcs,0.00,0.00,,0,289
0004,1,1,,P00290,"Heater Ø135X80, 220V 1500W Ceramic",pcs,1.00,pcs,0.00,0.00,,0,290
0004,1,1,,P00291,"Heater Ø135X80, 220V 1500W Mica",pcs,1.00,pcs,0.00,0.00,,0,291
0004,1,1,,P00292,Heater Ø14X515 220V 1400W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,292
0004,1,1,,P00293,Heater Ø17.5X100 220V 350W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,293
0004,1,1,,P00294,Heater Ø17.5X140 220V 400W  Cartridge,pcs,1.00,pcs,0.00,0.00,,0,294
0004,1,1,,P00295,Heater Ø17.5X150 220V 500W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,295
0004,1,1,,P00296,Heater Ø17.5X150 220V 600W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,296
0004,1,1,,P00297,Heater Ø17.5X180 220V 500W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,297
0004,1,1,,P00298,Heater Ø17.5X80 220V 300W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,298
0004,1,1,,P00299,Heater Ø180X120 220V 1800W Mica,pcs,1.00,pcs,0.00,0.00,,0,299
0004,1,1,,P00300,"Heater Ø260X38, 220V 300W Mica (Rec/Flat)",pcs,1.00,pcs,0.00,0.00,,0,300
0004,1,1,,P00301,Heater Ø340X110 220V 1300W Mica (Rec/Flat),pcs,1.00,pcs,0.00,0.00,,0,301
0004,1,1,,P00302,"Heater Ø340X290, 220V/2100W Mica Square",pcs,1.00,pcs,0.00,0.00,,0,302
0004,1,1,,P00303,"Heater Ø470X25, 220V 700W Ceramic Rectangular",pcs,1.00,pcs,0.00,0.00,,0,303
0004,1,1,,P00304,Heater Ø490X135 2600W Ceramic,pcs,1.00,pcs,0.00,0.00,,0,304
0004,1,1,,P00305,"Heater Ø495X130, 220V 2600W Ceramic",pcs,1.00,pcs,0.00,0.00,,0,305
0004,1,1,,P00306,"Heater Ø557X120, 220V 2600W Ceramic",pcs,1.00,pcs,0.00,0.00,,0,306
0004,1,1,,P00307,"Heater Ø82X110, 220V 1000W Mica",pcs,1.00,pcs,0.00,0.00,,0,307
0004,1,1,,P00308,Hydraulic Hose 1/2X350cm,pcs,1.00,pcs,0.00,0.00,,0,308
0004,1,1,,P00309,"Inverter, AC900-Key-1",pcs,1.00,pcs,0.00,0.00,,0,309
0004,1,1,,P00310,"Inverter, GD200A-030G/037P-4",pcs,1.00,pcs,0.00,0.00,,0,310
0004,1,1,,P00311,Magnet Hopper,pcs,1.00,pcs,0.00,0.00,,0,311
0004,1,1,,P00312,Miniature Breaker 63A ,pcs,1.00,pcs,0.00,0.00,,0,312
0004,1,1,,P00313,Oil Seal 105X130X12,pcs,1.00,pcs,0.00,0.00,,0,313
0004,1,1,,P00314,Oil Seal 85X110X12,pcs,1.00,pcs,0.00,0.00,,0,314
0004,1,1,,P00315,PVC Blue Elbow 63mm,pcs,1.00,pcs,0.00,0.00,,0,315
0004,1,1,,P00316,PVC Coupling Connector 1-1/4,pcs,1.00,pcs,0.00,0.00,,0,316
0004,1,1,,P00317,PVC Female Adapter 32mm,pcs,1.00,pcs,0.00,0.00,,0,317
0004,1,1,,P00318,"Screw & Barrel, 82X98cm Dia (Pel 1)",pcs,1.00,pcs,0.00,0.00,,0,318
0004,1,1,,P00319,"Screw & Barrel, 95mm X 2072mm (Pel 2)",pcs,1.00,pcs,0.00,0.00,,0,319
0004,1,1,,P00320,Silicon Sealant  Joinsil 600,pcs,1.00,pcs,0.00,0.00,,0,320
0004,1,1,,P00321,"Straight Elbow 1"" Gi Hd Fittings ",pcs,1.00,pcs,0.00,0.00,,0,321
0004,1,1,,P00322,"Tee 1/2"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,322
0004,1,1,,P00323,"Temperature Meter Relay+(Almx1), Tce3-H Rit-2-6 ",pcs,1.00,pcs,0.00,0.00,,0,323
0004,1,1,,P00324,Water Pump Rs 885,pcs,1.00,pcs,0.00,0.00,,0,324
0005,1,1,,P00325,Air Blower 1.5Kw,pcs,1.00,pcs,0.00,0.00,,0,325
0005,1,1,,P00326,Air Blower 2.2Kw ,pcs,1.00,pcs,0.00,0.00,,0,326
0005,1,1,,P00327,Allen  Bolt 12X45,pcs,1.00,pcs,0.00,0.00,,0,327
0005,1,1,,P00328,Allen  Bolt 16X55,pcs,1.00,pcs,0.00,0.00,,0,328
0005,1,1,,P00329,Allen  Bolt 20X60,pcs,1.00,pcs,0.00,0.00,,0,329
0005,1,1,,P00330,Allen Bolt 16X50,pcs,1.00,pcs,0.00,0.00,,0,330
0005,1,1,,P00331,Allen Bolt 16X90,pcs,1.00,pcs,0.00,0.00,,0,331
0005,1,1,,P00332,Bearing 6006,pcs,1.00,pcs,0.00,0.00,,0,332
0005,1,1,,P00333,Bearing 6010,pcs,1.00,pcs,0.00,0.00,,0,333
0005,1,1,,P00334,Bearing 6205,pcs,1.00,pcs,0.00,0.00,,0,334
0005,1,1,,P00335,Bearing 6206,pcs,1.00,pcs,0.00,0.00,,0,335
0005,1,1,,P00336,Bearing 6207,pcs,1.00,pcs,0.00,0.00,,0,336
0005,1,1,,P00337,Bearing 6301,pcs,1.00,pcs,0.00,0.00,,0,337
0005,1,1,,P00338,Bearing Ucf207-Fyh,pcs,1.00,pcs,0.00,0.00,,0,338
0005,1,1,,P00339,Belt B90 Bando,pcs,1.00,pcs,0.00,0.00,,0,339
0005,1,1,,P00340,Belt B94 Bando,pcs,1.00,pcs,0.00,0.00,,0,340
0005,1,1,,P00341,Belt B95 Bando,pcs,1.00,pcs,0.00,0.00,,0,341
0005,1,1,,P00342,Blower Motor Mdya-380  220V/380V 50Hz,pcs,1.00,pcs,0.00,0.00,,0,342
0005,1,1,,P00343,Blowing Machine Automatic Ventilation Controller,pcs,1.00,pcs,0.00,0.00,,0,343
0005,1,1,,P00344,Extruder Die Head 30.5Cmx15Cmx33Cm,pcs,1.00,pcs,0.00,0.00,,0,344
0005,1,1,,P00345,Fan Motor Blower .25Kw,pcs,1.00,pcs,0.00,0.00,,0,345
0005,1,1,,P00346,Heater 100X120 220V 350W Mica Rec/Flat,pcs,1.00,pcs,0.00,0.00,,0,346
0005,1,1,,P00347,Heater 120X100 220V 2500W Mica Rec/Flat,pcs,1.00,pcs,0.00,0.00,,0,347
0005,1,1,,P00348,Heater 150X125 220V 1400W Mica ,pcs,1.00,pcs,0.00,0.00,,0,348
0005,1,1,,P00349,Heater 150X150 220V 1700W Mica ,pcs,1.00,pcs,0.00,0.00,,0,349
0005,1,1,,P00350,Heater 150X76 220V 1000W Mica ,pcs,1.00,pcs,0.00,0.00,,0,350
0005,1,1,,P00351,Heater 150X85 220V 1200W Mica ,pcs,1.00,pcs,0.00,0.00,,0,351
0005,1,1,,P00352,Heater 180X120 220V 1800W,pcs,1.00,pcs,0.00,0.00,,0,352
0005,1,1,,P00353,Heater 180X130 220V 1400W Mica Curved,pcs,1.00,pcs,0.00,0.00,,0,353
0005,1,1,,P00354,Heater 200X90 220V 1600W Mica ,pcs,1.00,pcs,0.00,0.00,,0,354
0005,1,1,,P00355,Heater 200X90 220V 1700W,pcs,1.00,pcs,0.00,0.00,,0,355
0005,1,1,,P00356,Heater 220X150 Ac220V Mica Curved,pcs,1.00,pcs,0.00,0.00,,0,356
0005,1,1,,P00357,Heater 225X90 220V 1800W,pcs,1.00,pcs,0.00,0.00,,0,357
0005,1,1,,P00358,Heater 225X90 220V 1900W Mica ,pcs,1.00,pcs,0.00,0.00,,0,358
0005,1,1,,P00359,Heater 280X80 220V 2000W Ceramic ,pcs,1.00,pcs,0.00,0.00,,0,359
0005,1,1,,P00360,Heater 60X80 Ac220V  Mica ,pcs,1.00,pcs,0.00,0.00,,0,360
0005,1,1,,P00361,Heater 60X90 Ac220V  Mica ,pcs,1.00,pcs,0.00,0.00,,0,361
0005,1,1,,P00362,Heater 90X160 220V 1400W Mica ,pcs,1.00,pcs,0.00,0.00,,0,362
0005,1,1,,P00363,Heater 95X100 Ac220V Mica ,pcs,1.00,pcs,0.00,0.00,,0,363
0005,1,1,,P00364,Heater 95X150 Ac220V Mica ,pcs,1.00,pcs,0.00,0.00,,0,364
0005,1,1,,P00365,Inverter En600-2T0015 Source 3Ph 220V 50/60Hz Output 1.5Kw 7A Sn:6527Ayob170,pcs,1.00,pcs,0.00,0.00,,0,365
0005,1,1,,P00366,"Inverter, 200A-018G 022P-4",pcs,1.00,pcs,0.00,0.00,,0,366
0005,1,1,,P00367,"Inverter, Gd200A-022G 030P-4 Po: 22Kw 30Kw",pcs,1.00,pcs,0.00,0.00,,0,367
0005,1,1,,P00368,Magnet Hopper,pcs,1.00,pcs,0.00,0.00,,0,368
0005,1,1,,P00369,Magnetic Contactor Cjx2-1810,pcs,1.00,pcs,0.00,0.00,,0,369
0005,1,1,,P00370,Magnetic Contactor Cjx2-1810,pcs,1.00,pcs,0.00,0.00,,0,370
0005,1,1,,P00371,Magnetic Contactor Sp21,pcs,1.00,pcs,0.00,0.00,,0,371
0005,1,1,,P00372,Magnetic Contactor Sp21,pcs,1.00,pcs,0.00,0.00,,0,372
0005,1,1,,P00373,Magnetic Contactor Sp40T,pcs,1.00,pcs,0.00,0.00,,0,373
0005,1,1,,P00374,Magnetic Contactor S-P80T,pcs,1.00,pcs,0.00,0.00,,0,374
0005,1,1,,P00375,Magnetic Contactor S-P80T,pcs,1.00,pcs,0.00,0.00,,0,375
0005,1,1,,P00376,Magnetic Contractor 40Amps Sp40T,pcs,1.00,pcs,0.00,0.00,,0,376
0005,1,1,,P00377,Main Motor 11Kw,pcs,1.00,pcs,0.00,0.00,,0,377
0005,1,1,,P00378,Main Motor 15Kw,pcs,1.00,pcs,0.00,0.00,,0,378
0005,1,1,,P00379,Panel Meter Al 48-30A,pcs,1.00,pcs,0.00,0.00,,0,379
0005,1,1,,P00380,Panel Meter Sd-50/10A,pcs,1.00,pcs,0.00,0.00,,0,380
0005,1,1,,P00381,Panel Meter Sd-50/15A,pcs,1.00,pcs,0.00,0.00,,0,381
0005,1,1,,P00382,Panel Meter Sd-50/20A,pcs,1.00,pcs,0.00,0.00,,0,382
0005,1,1,,P00383,Panel Meter Sd-50/30A,pcs,1.00,pcs,0.00,0.00,,0,383
0005,1,1,,P00384,Panel Meter Sd-50/5A,pcs,1.00,pcs,0.00,0.00,,0,384
0005,1,1,,P00385,Potentiometer (118 470K-2W),pcs,1.00,pcs,0.00,0.00,,0,385
0005,1,1,,P00386,Proximeter Wth' 118 470K-2W,pcs,1.00,pcs,0.00,0.00,,0,386
0005,1,1,,P00387,Roller Chain Rc 60-2R 10 Feet,pcs,1.00,pcs,0.00,0.00,,0,387
0005,1,1,,P00388,Silicon Roller 37Cm,pcs,1.00,pcs,0.00,0.00,,0,388
0005,1,1,,P00389,Solid State Module Ksr 25Da,pcs,1.00,pcs,0.00,0.00,,0,389
0005,1,1,,P00390,Solid State Ssr-10Dd,pcs,1.00,pcs,0.00,0.00,,0,390
0005,1,1,,P00391,"Push In Fittings, Spc 10-01",pcs,1.00,pcs,0.00,0.00,,0,391
0005,1,1,,P00392,Take Up Motor 2.2 Kw,pcs,1.00,pcs,0.00,0.00,,0,392
0005,1,1,,P00393,Temperature Controller Ngg 5411-1(1615) / Ngg-5000,pcs,1.00,pcs,0.00,0.00,,0,393
0005,1,1,,P00394,Temperature Controller Xmte-34109(N),pcs,1.00,pcs,0.00,0.00,,0,394
0005,1,1,,P00395,Temporary Controller Pn-821K-R,pcs,1.00,pcs,0.00,0.00,,0,395
0005,1,1,,P00396,"Thermal Hose 2"" Black (Blower Black Hose) 50Mm/4M",pcs,1.00,pcs,0.00,0.00,,0,396
0005,1,1,,P00397,Thermocouple Wrnt-01 (4000Mm) W/ Cloth,pcs,1.00,pcs,0.00,0.00,,0,397
0005,1,1,,P00398,Thermocouple-Wrnt-01 3000Mm W/ Cloth,pcs,1.00,pcs,0.00,0.00,,0,398
0005,1,1,,P00399,Thermocouple-Wrnt-01 3000Mm W/ Out Cloth,pcs,1.00,pcs,0.00,0.00,,0,399
0005,1,1,,P00400,Thermocouple-Wrnt-01 4000Mm W/O Cloth,pcs,1.00,pcs,0.00,0.00,,0,400
0005,1,1,,P00401,Thermocouple-Wrnt-01 5000Mm W/O Cloth,pcs,1.00,pcs,0.00,0.00,,0,401
0005,1,1,,P00402,Thermocouple-Wrnt-01 500Mm W/O Cloth,pcs,1.00,pcs,0.00,0.00,,0,402
0005,1,1,,P00403,Torque Motor Controller/Volt Panel Meter (Ytc-8A 220V),pcs,1.00,pcs,0.00,0.00,,0,403
0005,1,1,,P00404,Winder Motor Y2Lj90-6 1.4A,pcs,1.00,pcs,0.00,0.00,,0,404
0006,1,1,,P00405,Bearing 51104 ,pcs,1.00,pcs,0.00,0.00,,0,405
0006,1,1,,P00406,Bearing 51105,pcs,1.00,pcs,0.00,0.00,,0,406
0006,1,1,,P00407,Bearing 6800,pcs,1.00,pcs,0.00,0.00,,0,407
0006,1,1,,P00408,Belt C103 Bando,pcs,1.00,pcs,0.00,0.00,,0,408
0006,1,1,,P00409,Belt C78 Bando,pcs,1.00,pcs,0.00,0.00,,0,409
0006,1,1,,P00410,Belt C95 Bando,pcs,1.00,pcs,0.00,0.00,,0,410
0006,1,1,,P00411,Cylinder Sc32X250,pcs,1.00,pcs,0.00,0.00,,0,411
0006,1,1,,P00412,Directional Valve Dsg-01-3C2-D24-N1-51T,pcs,1.00,pcs,0.00,0.00,,0,412
0006,1,1,,P00413,Directional Valve Dsg-03-3C2-B24-N1-51T,pcs,1.00,pcs,0.00,0.00,,0,413
0006,1,1,,P00414,Heater 200X120 220V Mica Square,pcs,1.00,pcs,0.00,0.00,,0,414
0006,1,1,,P00415,Heater 115X50 220V 450W Mica ,pcs,1.00,pcs,0.00,0.00,,0,415
0006,1,1,,P00416,Heater 210X60 220V 1000W Ceramic ,pcs,1.00,pcs,0.00,0.00,,0,416
0006,1,1,,P00417,Heater 26X318 220V 200W Ceramic,pcs,1.00,pcs,0.00,0.00,,0,417
0006,1,1,,P00418,Heater 56X40 220V 180W  Mica ,pcs,1.00,pcs,0.00,0.00,,0,418
0006,1,1,,P00419,Heater 600X30 220V Mica ,pcs,1.00,pcs,0.00,0.00,,0,419
0006,1,1,,P00420,Heater 96X102 220V 900W Mica ,pcs,1.00,pcs,0.00,0.00,,0,420
0006,1,1,,P00421,Heater 98X100 220V 800W Mica ,pcs,1.00,pcs,0.00,0.00,,0,421
0006,1,1,,P00422,Heater Cutter Blade,pcs,1.00,pcs,0.00,0.00,,0,422
0006,1,1,,P00423,"Hydraulic Cylinder Deli, H0B40*420",pcs,1.00,pcs,0.00,0.00,,0,423
0006,1,1,,P00424,"Hydraulic Hose 1/2""X220Cm",pcs,1.00,pcs,0.00,0.00,,0,424
0006,1,1,,P00425,Hydraulic Hose 3/4X190Cm 21.5Mpa 90-St,pcs,1.00,pcs,0.00,0.00,,0,425
0006,1,1,,P00426,Hydraulic Hose 3/4X190Cm 21.5Mpa St-St,pcs,1.00,pcs,0.00,0.00,,0,426
0006,1,1,,P00427,Monoseal 40X30X6 Pu Hallite Un,pcs,1.00,pcs,0.00,0.00,,0,427
0006,1,1,,P00428,Peanut Butter Jar Blade,pcs,1.00,pcs,0.00,0.00,,0,428
0006,1,1,,P00429,Solenoid Valve Vf5120-5Gd1 Smc,pcs,1.00,pcs,0.00,0.00,,0,429
0006,1,1,,P00430,Solenoid Valve Vf5120K-5Gdi-03,pcs,1.00,pcs,0.00,0.00,,0,430
0006,1,1,,P00431,Trimmer Holder,pcs,1.00,pcs,0.00,0.00,,0,431
0007,1,1,,P00432,10Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,432
0007,1,1,,P00433,10Oz W/O Logo Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,433
0007,1,1,,P00434,12Oz Knock Out  Mold,pcs,1.00,pcs,0.00,0.00,,0,434
0007,1,1,,P00435,12Oz W/O Logo Knock Out  Mold,pcs,1.00,pcs,0.00,0.00,,0,435
0007,1,1,,P00436,16Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,436
0007,1,1,,P00437,3Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,437
0007,1,1,,P00438,5Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,438
0007,1,1,,P00439,6Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,439
0007,1,1,,P00440,7Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,440
0007,1,1,,P00441,8Oz Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,441
0007,1,1,,P00442,8Oz W/O Logo Knock Out Mold,pcs,1.00,pcs,0.00,0.00,,0,442
0007,1,1,,P00443,Bearing 6317,pcs,1.00,pcs,0.00,0.00,,0,443
0007,1,1,,P00444,Chain 40-2R X 10Ft Ansi,pcs,1.00,pcs,0.00,0.00,,0,444
0007,1,1,,P00445,Chain With Spikes,pcs,1.00,pcs,0.00,0.00,,0,445
0007,1,1,,P00446,"Frequency Inverter 2/2, Em600-2R2-2B",pcs,1.00,pcs,0.00,0.00,,0,446
0007,1,1,,P00447,"Frequency Inverter, 4Kw 1/2, Em600-4Ro-2B",pcs,1.00,pcs,0.00,0.00,,0,447
0007,1,1,,P00448,Heater 15.75X270 220V 600W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,448
0007,1,1,,P00449,Heater 15.8X270 220V 600W Cartridge,pcs,1.00,pcs,0.00,0.00,,0,449
0007,1,1,,P00450,Hydraulic Pump Plastic Connector,pcs,1.00,pcs,0.00,0.00,,0,450
0007,1,1,,P00451,Magnetic Contactor Sp50T 220V 3Phase,pcs,1.00,pcs,0.00,0.00,,0,451
0007,1,1,,P00452,Mould Arm Bossing,pcs,1.00,pcs,0.00,0.00,,0,452
0007,1,1,,P00453,Oil Fittings Nkl 1/8-41,pcs,1.00,pcs,0.00,0.00,,0,453
0007,1,1,,P00454,Oil Seal Wiper Metal 50X40X5,pcs,1.00,pcs,0.00,0.00,,0,454
0007,1,1,,P00455,Oring 2X25,pcs,1.00,pcs,0.00,0.00,,0,455
0007,1,1,,P00456,Plastic Belt Pulley (No Specs),pcs,1.00,pcs,0.00,0.00,,0,456
0007,1,1,,P00457,Polyurethane Belt 10Mm,pcs,1.00,pcs,0.00,0.00,,0,457
0007,1,1,,P00458,Polyurethane Belt 4Mm,pcs,1.00,pcs,0.00,0.00,,0,458
0007,1,1,,P00459,Polyurethane Belt 8Mm,pcs,1.00,pcs,0.00,0.00,,0,459
0007,1,1,,P00460,Roller Feeder Guide,pcs,1.00,pcs,0.00,0.00,,0,460
0007,1,1,,P00461,Solenoid Valve Fds Sxw3160-5G-04,pcs,1.00,pcs,0.00,0.00,,0,461
0007,1,1,,P00462,"Solenoid Valve Smc Vfs5110 Seb 06 0.1-1.0Mpa (Offer:Ypc 3/4"" Thread,5/2 Way 24Vdc Siv511-24Vdc",pcs,1.00,pcs,0.00,0.00,,0,462
0007,1,1,,P00463,"Solenoid Valve, 4R210-08",pcs,1.00,pcs,0.00,0.00,,0,463
0007,1,1,,P00464,"Solenoid Valve, Sxw3160-5G-04 2-Way",pcs,1.00,pcs,0.00,0.00,,0,464
0007,1,1,,P00465,Spool Roller,pcs,1.00,pcs,0.00,0.00,,0,465
0007,1,1,,P00466,Stretching Cylinder (No Specs),pcs,1.00,pcs,0.00,0.00,,0,466
0007,1,1,,P00467,Traction Fan Motor,pcs,1.00,pcs,0.00,0.00,,0,467
0008,1,1,,P00468,"Allen Bolt,  6X30",pcs,1.00,pcs,0.00,0.00,,0,468
0008,1,1,,P00469,Conveyor Belt 330Mm,pcs,1.00,pcs,0.00,0.00,,0,469
0008,1,1,,P00470,Conveyor Belt 80Mmx2800Mm,pcs,1.00,pcs,0.00,0.00,,0,470
0008,1,1,,P00471,Heater 118X25 230V 500W,pcs,1.00,pcs,0.00,0.00,,0,471
0008,1,1,,P00472,Heater 127X38 220V 700W Mica ,pcs,1.00,pcs,0.00,0.00,,0,472
0008,1,1,,P00473,Heater 128X35 220V 700W Mica ,pcs,1.00,pcs,0.00,0.00,,0,473
0008,1,1,,P00474,Heater 128X65 220V 700W Mica ,pcs,1.00,pcs,0.00,0.00,,0,474
0008,1,1,,P00475,Heater 12X160 220V 300W  Cartridge,pcs,1.00,pcs,0.00,0.00,,0,475
0008,1,1,,P00476,Heater 88X38 230V 500W,pcs,1.00,pcs,0.00,0.00,,0,476
0008,1,1,,P00477,Hex Bolt  5X45,pcs,1.00,pcs,0.00,0.00,,0,477
0008,1,1,,P00478,Hex Bolt 10X40,pcs,1.00,pcs,0.00,0.00,,0,478
0008,1,1,,P00479,Mx Sprocket,pcs,1.00,pcs,0.00,0.00,,0,479
0008,1,1,,P00480,"Push In Fitting, Spc  8-02",pcs,1.00,pcs,0.00,0.00,,0,480
0008,1,1,,P00481,"Push In Fittings, Spc 12-04",pcs,1.00,pcs,0.00,0.00,,0,481
0008,1,1,,P00482,"Push In Fittings, Spl 8-02",pcs,1.00,pcs,0.00,0.00,,0,482
0008,1,1,,P00483,"Push In Fittings, Spy 10",pcs,1.00,pcs,0.00,0.00,,0,483
0008,1,1,,P00484,"Push In Fittings, Spy 8",pcs,1.00,pcs,0.00,0.00,,0,484
0008,1,1,,P00485,Straw Cutter Blade,pcs,1.00,pcs,0.00,0.00,,0,485
0008,1,1,,P00486,Temperature Controller Pxe4Tay1-1Y-C,pcs,1.00,pcs,0.00,0.00,,0,486
0008,1,1,,P00487,Thermocouples Wrnt-M6 (2000Mm),pcs,1.00,pcs,0.00,0.00,,0,487
0009,1,1,,P00488,52 Teeth Printing Gear King,pcs,1.00,pcs,0.00,0.00,,0,488
0009,1,1,,P00489,55 Teeth Printing Gear Jumbo,pcs,1.00,pcs,0.00,0.00,,0,489
0009,1,1,,P00490,65 Teeth Main Gear Cylinder Printing Gear Cylinder,pcs,1.00,pcs,0.00,0.00,,0,490
0009,1,1,,P00491,Bearing Ucfc211,pcs,1.00,pcs,0.00,0.00,,0,491
0009,1,1,,P00492,Diplomer,pcs,1.00,pcs,0.00,0.00,,0,492
0009,1,1,,P00493,Plate Mounting Tape 52330-00001-01,pcs,1.00,pcs,0.00,0.00,,0,493
0009,1,1,,P00494,"Push In Fitting, Spc  8-02",pcs,1.00,pcs,0.00,0.00,,0,494
0009,1,1,,P00495,"Push In Fittings, Spc 12-04",pcs,1.00,pcs,0.00,0.00,,0,495
0010,1,1,,P00496,Allen Bolt  8X75,pcs,1.00,pcs,0.00,0.00,,0,496
0010,1,1,,P00497,Allen Bolt 8X30,pcs,1.00,pcs,0.00,0.00,,0,497
0010,1,1,,P00498,Bearing 6305Zzcm 5K,pcs,1.00,pcs,0.00,0.00,,0,498
0010,1,1,,P00499,Circlip 25X0X1.2,pcs,1.00,pcs,0.00,0.00,,0,499
0010,1,1,,P00500,Circlip 57.8X2,pcs,1.00,pcs,0.00,0.00,,0,500
0010,1,1,,P00501,"Corrosion Preventive Spray, 450Ml",pcs,1.00,pcs,0.00,0.00,,0,501
0010,1,1,,P00502,Hex Bolt 12X30,pcs,1.00,pcs,0.00,0.00,,0,502
0010,1,1,,P00503,Hex Bolt 8X45 ,pcs,1.00,pcs,0.00,0.00,,0,503
0010,1,1,,P00504,Hot Runner Md198,pcs,1.00,pcs,0.00,0.00,,0,504
0010,1,1,,P00505,Mould Clean Spray 450Ml Toku-98,pcs,1.00,pcs,0.00,0.00,,0,505
0010,1,1,,P00506,Mould Release Spray 500Ml Prosspray,pcs,1.00,pcs,0.00,0.00,,0,506
0010,1,1,,P00507,Oring Viton 2X7,pcs,1.00,pcs,0.00,0.00,,0,507
0010,1,1,,P00508,Pneumatic Filter Regulator Afr2000,pcs,1.00,pcs,0.00,0.00,,0,508
